id,userid,title,description: Add in contextual info here. Do not repeat the title.,Source Event,Activity,Start time [yyyy],End time [yyyy],Location,Agent,Genre,Style & Movement,Object,Label,Value,Annotation URI,ca_sec_id,,EOL
event546,user6,John Byrne died on Bloody Sunday.,John Byrne died as a result of police actions on Bloody Sunday.,sourceevent546,Die,1913,,"O'Connell street, Dublin",John Byrne|Dublin Metropolitan Police,,,,,,,5ca7dd56-ea44-11e2-8753-002590937d1c,,EOL
event547,user6,Alice Brady died as a result of shooting.,Alice Brady died from an infected bullet wound.,sourceevent547,Shot,1913,,"Mark street, Dublin",Alice Brady|Patrick Traynor,,,,,,,5da23c56-ea44-11e2-8753-002590937d1c,,EOL
event548,user6,Infantry were deployed on Bloody Sunday,"Infantry were deployed in Inchicore, Dublin, on Bloody Sunday.",sourceevent548,Deploy,1913,,"Inchicore, Dublin",British Crown Forces|Royal Irish Constabulary,,,,,,,5e62ba76-ea44-11e2-8753-002590937d1c,,EOL
event549,user6,James Larkin appeared illegally on Sackville Street to address striking workers,James Larkin appeared illegally at Sackville street strike meeting,sourceevent549,Appear,1913,,"O'Connell street, Dublin",James Larkin,,,,,,,5f838368-ea44-11e2-8753-002590937d1c,,EOL
event550,user6,Michael Byrne died shortly after police torture.,Michael Byrne died shortly after being tortured in a police cell.,sourceevent550,Die,1913,,"Dun Laoghaire, Dublin",Michael Byrne|Royal Irish Constabulary|ITGWU,,,,,,,6071ef94-ea44-11e2-8753-002590937d1c,,EOL
event551,user6,The Tonypandy Riots. ,British police and Welsh miners clashed in the Tonypandy Riots.,sourceevent551,Riot,1910,,"Tonypandy, Wales",Glamorganshire Constabulary|Bristol Police|Metropolitan Police| South Wales Miners' Federation,,,,,,,61c6ec96-ea44-11e2-8753-002590937d1c,,EOL
event552,user6,The Liverpool general transport strike.,"66,000 workers went on general strike in Liverpool.",sourceevent552,Strike,1911,,"Liverpool, United Kingdom",,,,,,,,623df868-ea44-11e2-8753-002590937d1c,,EOL
event3001,user27,"Gary Hume graduates from Goldsmith College, London","The artist Gary Hume graduates from Goldsmith College, London",sourceevent3001,Graduate,1988,,"London, United Kingdom",Gary Hume,,YBA (Young British Artists),,,,,632ad4f8-ea44-11e2-8753-002590937d1c,,EOL
event3002,user27,Gary Hume is born,"The birth of Gary Hume in Tenterden, Kent, England",sourceevent3002,Born,1962,,"Kent, United Kingdom",Gary Hume,,YBA (Young British Artists),,,,,637d97a6-ea44-11e2-8753-002590937d1c,,EOL
event3003,user27,Freeze Exhibition,The Freeze Show was organised by artist Damien Hirst,sourceevent3003,Exhibit,1988,,"London Port Authority building at Surrey Docks, London Docklands",Damien Hirst,,YBA (Young British Artists),,,,,648c7eb4-ea44-11e2-8753-002590937d1c,,EOL
event3004,user27,East Country Yard Exhibition,East Country Yard Show was an exhibition of contemporary art organized by Henry Bond and Sarah Lucas. This London group show was significant in the subsequent development of the YBAs - Young British Artists. ,sourceevent3004,Exhibit,1990,1990,"South Dock, Rotherhithe, Surrey Commercial Docks, England",Sarah Lucas|Henry Bond,,YBA (Young British Artists),,,,,65c10dea-ea44-11e2-8753-002590937d1c,,EOL
event3005,user27,Brilliant! Exhibition,The Brilliant! exhibition sought to showcase a burgeoning group of English artists now known as the YBAs,sourceevent3005,Exhibit,1995,1996,"Walker Art Center, Minneapolis, USA",Walker Art Center,,YBA (Young British Artists),,,,,665cbfec-ea44-11e2-8753-002590937d1c,,EOL
event3006,user27,Gary Hume nominated for the Turner Prize,Hume was nominated for the Turner Prize but lost out to Douglas Gordon. ,sourceevent3006,Nominate,1996,,"Tate Britain, London, United Kingdom",The Tate Gallery|Gary Hume,,YBA (Young British Artists),,,,,676f04e4-ea44-11e2-8753-002590937d1c,,EOL
event3007,user27,Sensation Exhibition,"Sensation was an exhibition of the collection of contemporary art owned by Charles Saatchi, including many works by Young British Artists, which first took place in 1997 at the Royal Academy of Art in London and later toured to Berlin and New York.",sourceevent3007,Exhibit,1997,1997,"Royal Academy of Art, London",Charles Saatchi,,YBA (Young British Artists),,,,,67f9d6f0-ea44-11e2-8753-002590937d1c,,EOL
event3008,user27,Gary Hume elected a Royal Academitian,"Membership of the Royal Academy is made up of up to 80 practising artists, each elected by ballot of the General Assembly of the Royal Academy, and known individually as Royal Academicians (RA, or more traditionally as R.A.). The Royal Academy is governed by these Royal Academicians. ",sourceevent3008,Elect,2001,,"Royal Academy of Art, London",Royal Academy of Art,,YBA (Young British Artists),,,,,68500818-ea44-11e2-8753-002590937d1c,,EOL
event3009,user27,Gary Hume represented Great Britain in the Venice Biennale,"Hume represented Great Britain at the 1999 Venice Biennale, where he showed his Water series, a number of superimposed line drawings of women (these were gloss paint on aluminium). The commissioner was Andrea Rose.",sourceevent3009,Represent,1999,,"Venice, Italy",Andrea Rose|Gary Hume,,YBA (Young British Artists),,,,,6994a558-ea44-11e2-8753-002590937d1c,,EOL
event3010,user27,Julian Opie born in London,"Opie is born in London, and raised in Oxford. ",sourceevent3010,Born,1958,,"London, United Kingdom",Julian Opie,,New British Sculpture,,,,,6acacf7e-ea44-11e2-8753-002590937d1c,,EOL
event3011,user27,"Julian Opie studies at Goldsmith's School of Art, London",Opie studies at Goldsmith's College of Art where he was taught by conceptual artist and painter Michael Craig-Martin. ,sourceevent3011,Study,1979,1982,"Goldsmith's School of Art, New Cross, London",Julian Opie|Michael Craig-Martin,,New British Sculpture,,,,,6c010912-ea44-11e2-8753-002590937d1c,,EOL
event3012,user27,Edward Delaney is born in Co. Mayo,"Irish sculptor Edward Delaney is born in Claremorris, Co. Mayo",sourceevent3012,Born,1930,,"Claremorris, Co. Mayo, Ireland",Edward Delaney,,Expressionism,,,,,6cb75438-ea44-11e2-8753-002590937d1c,,EOL
event3013,user27,Edward Delaney represents Ireland at the Biennale de Paris,The 'Biennale de Paris' was launched by Raymond Cogniat in 1959 and set up by André Malraux as he was Minister of Culture to present an overview of young creativity worldwide and to create a place of experiences and meetings.,sourceevent3013,Represent,1959,,"Paris, France",Edward Delaney,Sculpture,Expressionism,,,,,6d81d636-ea44-11e2-8753-002590937d1c,,EOL
event3014,user27,Edward Delaney represents Ireland at the Biennale de Paris,Edward Delaney represented Ireland at the Paris Biennale in 1959 and 1961.,sourceevent3014,Represent,1961,,"Paris, France",Edward Delaney,Sculpture,Expressionism,,,,,6dd37d1a-ea44-11e2-8753-002590937d1c,,EOL
event3015,user27,Edward Delaney represents Ireland at the New York World Fair,"The 1964/1965 New York World's Fair was the third major world's fair to be held in New York City. The site, Flushing Meadows Corona Park in the borough of Queens, had also held the 1939/1940 New York World's Fair. ",sourceevent3015,Represent,1965,,"Flushing Meadows, New York",Edward Delaney,Sculpture,Expressionism,,,,,6e47e5d8-ea44-11e2-8753-002590937d1c,,EOL
event3016,user27,Edward Delaney dies,Edward Delaney died in Connemara surrounded by his family,sourceevent3016,Dies,2009,,"Connemara, Ireland",Edward Delaney,Sculpture,Expressionism,,,,,6f66c506-ea44-11e2-8753-002590937d1c,,EOL
event3017,user27,Barry Flanagan born ,"Artist Barry Flanagan is born in Prestyatyn, North Wales",sourceevent3017,Born,1941,,"Prestatyn, North Wales, United Kingdom",Barry Flanagan,Sculpture,New British Sculpture,,,,,702b8670-ea44-11e2-8753-002590937d1c,,EOL
event3018,user27,Barry Flanagan dies,Flanagan died on 31 August 2009 of motor neurone disease,sourceevent3018,Dies,2009,,"Santa Eulalia del Río, Ibiza",Barry Flanagan,Sculpture,New British Sculpture,,,,,70a1e5e0-ea44-11e2-8753-002590937d1c,,EOL
event3019,user27,Flanagan studied at Birmingham College of Art and Crafts,"The Birmingham School of Art was a municipal art school based in the centre of Birmingham, England.",sourceevent3019,Studied,1957,1958,"Birmingham, United Kingdom",Barry Flanagan,Sculpture,New British Sculpture,,,,,719910a4-ea44-11e2-8753-002590937d1c,,EOL
event3020,user27,"Flanagan studied at St. Martin's School of Art, London",Central Saint Martins College of Arts and Design (often abbreviated as Central Saint Martins or CSM) is a constituent college of the University of the Arts London,sourceevent3020,Studied,1964,1966,"London, United Kingdom",Barry Flanagan,Sculpture,New British Sculpture,,,,,71d11760-ea44-11e2-8753-002590937d1c,,EOL
event3021,user27,Flanagan becomes a lecturer.,Flanagan teaches at the St. Martin's School of Art and the Central School of Arts and Crafts,sourceevent3021,Taught,1967,1971,"London, United Kingdom",Barry Flanagan,Sculpture,New British Sculpture,,,,,725b89ea-ea44-11e2-8753-002590937d1c,,EOL
event3022,user27,Flanagan represented Britain at the Venice Biennale,,sourceevent3022,Represent,1982,,"Venice, Italy",Barry Flanagan,Sculpture,New British Sculpture,,,,,729af12a-ea44-11e2-8753-002590937d1c,,EOL
event3023,user27,Flanagan retrospective at  the Fundación 'La Caixa',"A major retrospective of his work was held at the Fundación 'La Caixa', Madrid, touring to the Musée des Beaux-Arts de Nantes in 1994.",sourceevent3023,Retrospective,1993,," Fundación 'La Caixa', Madrid",Barry Flanagan,Sculpture,New British Sculpture,,,,,739334f2-ea44-11e2-8753-002590937d1c,,EOL
event3024,user27,Major Flanagan retrospecitve Early Works 1965–1982 at Tate Britain,,sourceevent3024,Retrospective,2011,2012,"Tate Britain, London, United Kingdom",Barry Flanagan,Sculpture,New British Sculpture,,,,,741482fa-ea44-11e2-8753-002590937d1c,,EOL
event553,user27,Dublin 'Save the Kiddies' scheme proposed,A scheme is proposed whereby children of striking workers are sent to England to be cared for by volunteer families,sourceevent553,Proposed,1913,,"Dublin, Ireland",Dora Montefiore,,,,,,,754db498-ea44-11e2-8753-002590937d1c,,EOL
event554,user27,James Larkin sentenced to seven months in prison,James Larkin sentenced to seven months in prison for making seditious speeches,sourceevent554,Sentenced,1913,,"Mountjoy Prison, Dublin, Ireland",James Larkin,,,,,,,7603bc34-ea44-11e2-8753-002590937d1c,,EOL
event555,user27,Striking workers hold a torch-lit parade,Striking workers hold a torch-lit parade to celebrate James Larkin's release.,sourceevent555,Marched,1913,,"Dublin, Ireland",James Larkin|ITGWU members,,,,,,,76ecd1a8-ea44-11e2-8753-002590937d1c,,EOL
event556,user27,James Larkin released from jail.,"James Larin, who had been sentenced to seven months in prison, is relased within a month of sentencing",sourceevent556,Released,1913,,"Mountjoy Prison, Dublin, Ireland",James Larkin,,,,,,,7748bae0-ea44-11e2-8753-002590937d1c,,EOL
event557,user27,George Bernard Shaw demanded James Larkin's release,George Bernard Shaw spoke at an Albert Hall rally to demand the release of James Larkin from Mountjoy Jail.,sourceevent557,Speech,1913,,"Royal Albert Hall, London, United Kingdom",George Bernard Shaw,,,,,,,783e5b8a-ea44-11e2-8753-002590937d1c,,EOL
event558,user27,"James Byrne, ITGWU, died after hunger and thirst strike","James Byrne, ITGWU, died in hospital of phneumonia. Byrne became ill after a week long hunger and thirst strike while in prison in Mountjoy Jail",sourceevent558,Died,1913,,"Monkstown Hospital, Dublin",James Byrne,,,,,,,78e75938-ea44-11e2-8753-002590937d1c,,EOL
event559,user27,ITGWU picketers arrested,ITGWU picketers were arrested by police at Jacob's Factory,sourceevent559,Arrested,1913,,"Jacob's Biscuit Factory, Bishop Street, Dublin",ITGWU Strikers,,,,,,,79be1e1e-ea44-11e2-8753-002590937d1c,,EOL
event560,user27,Funeral of James Byrne,"The funeral took place of James Byrne, ITGWU hunger striker.",sourceevent560,Burial,1913,,"Dub Laoghaire, Co. Dublin",James Byrne|ITGWU Strikers,,,,,,,7ab119e8-ea44-11e2-8753-002590937d1c,,EOL
event561,user27,Two strikers are mortally wounded as strikers and DMP clash,Two die as assembled strikers are baton charged by Dublin Metropolitan Police on Sackville Street (now O'Connell Street),sourceevent561,Wound,1913,,"O'Connell Street, Dublin, Ireland",James Nolan|John Byrne,,,,,,,7ba1e666-ea44-11e2-8753-002590937d1c,,EOL
event562,user27,A Housing Inquiry Begins in Dublin,"Dublin has the worst slums in Europe with c.30,000 families living in c.15,000 tenements",sourceecent562,Live,1913,,"Dublin, Ireland",Dublin Housing Inquiry,,,,,,,7c6bba9a-ea44-11e2-8753-002590937d1c,,EOL
